"";"ID";"Education";"number_survey"
"1056";54662;"9 - 11th Grade";1
"1057";54665;"High School";1
"1058";54666;NA;1
"1059";54667;NA;1
"1060";54668;"College Grad";1
"1061";54672;NA;1
"1062";54673;"College Grad";1
"1063";54675;"College Grad";1
"1064";54679;"Some College";1
"1065";54680;"8th Grade";1
"1066";54682;NA;1
"1067";54686;NA;1
"1068";54687;NA;1
"1069";54689;"College Grad";1
"1070";54692;"College Grad";1
"1071";54693;NA;1
"1072";54703;"College Grad";1
"1073";54704;"9 - 11th Grade";1
"1074";54709;"8th Grade";1
"1075";54711;"9 - 11th Grade";1
"1076";54713;"9 - 11th Grade";1
"1077";54715;NA;1
"1078";54725;"Some College";1
"1079";54731;"College Grad";1
"1080";54732;"High School";1
"1081";54738;"Some College";1
"1082";54741;NA;1
"1083";54743;"9 - 11th Grade";1
"1084";54750;"College Grad";1
"1085";54752;"College Grad";1
"1086";54753;NA;1
"1087";54754;"8th Grade";1
"1088";54759;"High School";1
"1089";54764;NA;1
"1090";54767;"8th Grade";1
"1091";54769;"College Grad";1
"1092";54774;NA;1
"1093";54775;NA;1
"1094";54777;"High School";1
"1095";54785;NA;1
"1096";54789;NA;1
"1097";54794;"Some College";1
"1098";54800;"Some College";1
"1099";54803;"Some College";1
"1100";54804;NA;1
"1101";54812;"High School";1
"1102";54813;"College Grad";1
"1103";54816;"8th Grade";1
"1104";54820;"Some College";1
"1105";54821;"High School";1
"1106";54823;NA;1
"1107";54824;"9 - 11th Grade";1
"1108";54825;"9 - 11th Grade";1
"1109";54829;"Some College";1
"1110";54837;NA;1
"1111";54838;"College Grad";1
"1112";54843;"Some College";1
"1113";54848;"Some College";1
"1114";54851;NA;1
"1115";54852;NA;1
"1116";54860;NA;1
"1117";54866;"8th Grade";1
"1118";54869;"College Grad";1
"1119";54870;"College Grad";1
"1120";54875;"Some College";1
"1121";54876;"High School";1
"1122";54881;"High School";1
"1123";54882;NA;1
"1124";54885;NA;1
"1125";54887;"Some College";1
"1126";54894;"Some College";1
"1127";54897;NA;1
"1128";54900;"9 - 11th Grade";1
"1129";54902;"College Grad";1
"1130";54903;"Some College";1
"1131";54904;NA;1
"1132";54905;"College Grad";1
"1133";54906;NA;1
"1134";54908;"9 - 11th Grade";1
"1135";54914;"Some College";1
"1136";54917;"Some College";1
"1137";54918;NA;1
"1138";54922;NA;1
"1139";54923;"Some College";1
"1140";54927;"High School";1
"1141";54937;NA;1
"1142";54939;"College Grad";1
"1143";54941;"Some College";1
"1144";54942;NA;1
"1145";54945;"9 - 11th Grade";1
"1146";54949;NA;1
"1147";54950;"College Grad";1
"1148";54952;"High School";1
"1149";54958;"Some College";1
"1150";54959;"College Grad";1
"1151";54960;"High School";1
"1152";54963;"Some College";1
"1153";54964;"Some College";1
"1154";54968;"College Grad";1
"1155";54969;NA;1
"1156";54975;NA;1
"1157";54978;"9 - 11th Grade";1
"1158";54980;"Some College";1
"1159";54982;"College Grad";1
"1160";54990;"Some College";1
"1161";54991;NA;1
"1162";54992;NA;1
"1163";54997;NA;1
"1164";54998;NA;1
"1165";54999;"High School";1
"1166";55001;"8th Grade";1
"1167";55002;"High School";1
"1168";55003;"High School";1
"1169";55006;"Some College";1
"1170";55010;NA;1
"1171";55013;NA;1
"1172";55015;"High School";1
"1173";55018;"Some College";1
"1174";55019;"High School";1
"1175";55023;"High School";1
"1176";55027;NA;1
"1177";55028;NA;1
"1178";55031;NA;1
"1179";55033;"9 - 11th Grade";1
"1180";55034;"Some College";1
"1181";55036;"College Grad";1
"1182";55039;"College Grad";1
"1183";55044;"High School";1
"1184";55045;"College Grad";1
"1185";55047;"Some College";1
"1186";55049;NA;1
"1187";55055;"Some College";1
"1188";55057;"College Grad";1
"1189";55059;"College Grad";1
"1190";55065;"9 - 11th Grade";1
"1191";55068;NA;1
"1192";55069;"High School";1
"1193";55070;"College Grad";1
"1194";55073;"Some College";1
"1195";55075;"College Grad";1
"1196";55084;"Some College";1
"1197";55085;NA;1
"1198";55090;NA;1
"1199";55093;NA;1
"1200";55095;NA;1
"1201";55096;NA;1
"1202";55100;"College Grad";1
"1203";55102;"Some College";1
"1204";55105;"Some College";1
"1205";55107;"8th Grade";1
"1206";55109;NA;1
"1207";55110;"Some College";1
"1208";55112;"High School";1
"1209";55113;"College Grad";1
"1210";55114;"High School";1
"1211";55115;"Some College";1
"1212";55119;"High School";1
"1213";55122;NA;1
"1214";55125;NA;1
"1215";55126;"8th Grade";1
"1216";55127;"9 - 11th Grade";1
"1217";55133;NA;1
"1218";55136;NA;1
"1219";55141;NA;1
"1220";55146;"College Grad";1
"1221";55151;NA;1
"1222";55152;"9 - 11th Grade";1
"1223";55155;"High School";1
"1224";55158;"High School";1
"1225";55163;"College Grad";1
"1226";55166;"Some College";1
"1227";55170;"College Grad";1
"1228";55173;"Some College";1
"1229";55182;"College Grad";1
"1230";55184;NA;1
"1231";55186;"High School";1
"1232";55187;"Some College";1
"1233";55188;NA;1
"1234";55189;"Some College";1
"1235";55190;"Some College";1
"1236";55191;"9 - 11th Grade";1
"1237";55194;"Some College";1
"1238";55201;NA;1
"1239";55205;NA;1
"1240";55206;NA;1
"1241";55209;NA;1
"1242";55211;"College Grad";1
"1243";55214;"High School";1
"1244";55218;NA;1
"1245";55222;NA;1
"1246";55225;NA;1
"1247";55227;NA;1
"1248";55230;"High School";1
"1249";55234;"8th Grade";1
"1250";55236;"Some College";1
"1251";55239;"9 - 11th Grade";1
"1252";55244;"9 - 11th Grade";1
"1253";55246;"College Grad";1
"1254";55248;NA;1
"1255";55249;"College Grad";1
"1256";55250;"College Grad";1
"1257";55255;NA;1
"1258";55256;"Some College";1
"1259";55257;NA;1
"1260";55258;"College Grad";1
"1261";55261;"College Grad";1
"1262";55266;"High School";1
"1263";55270;"Some College";1
"1264";55272;"College Grad";1
"1265";55273;"8th Grade";1
"1266";55274;NA;1
"1267";55282;"9 - 11th Grade";1
"1268";55288;NA;1
"1269";55290;NA;1
"1270";55294;"High School";1
"1271";55295;"College Grad";1
"1272";55297;"High School";1
"1273";55299;NA;1
"1274";55303;"9 - 11th Grade";1
"1275";55304;NA;1
"1276";55305;"Some College";1
"1277";55306;"9 - 11th Grade";1
"1278";55311;"Some College";1
"1279";55315;NA;1
"1280";55316;"College Grad";1
"1281";55319;"High School";1
"1282";55323;"College Grad";1
"1283";55324;"Some College";1
"1284";55325;"High School";1
"1285";55328;"Some College";1
"1286";55331;"High School";1
"1287";55334;NA;1
"1288";55336;"Some College";1
"1289";55342;"Some College";1
"1290";55352;NA;1
"1291";55359;"Some College";1
"1292";55360;"High School";1
"1293";55364;NA;1
"1294";55368;"High School";1
"1295";55369;"College Grad";1
"1296";55370;NA;1
"1297";55374;"9 - 11th Grade";1
"1298";55381;"9 - 11th Grade";1
"1299";55383;NA;1
"1300";55384;"College Grad";1
"1301";55388;NA;1
"1302";55391;"College Grad";1
"1303";55392;"High School";1
"1304";55396;"9 - 11th Grade";1
"1305";55408;NA;1
"1306";55411;"8th Grade";1
"1307";55413;"High School";1
"1308";55419;NA;1
"1309";55420;"High School";1
"1310";55424;"College Grad";1
"1311";55430;NA;1
"1312";55434;"Some College";1
"1313";55436;"8th Grade";1
"1314";55438;"Some College";1
"1315";55441;"College Grad";1
"1316";55447;"8th Grade";1
"1317";55455;"College Grad";1
"1318";55456;"High School";1
"1319";55457;NA;1
"1320";55460;"High School";1
"1321";55461;NA;1
"1322";55463;NA;1
"1323";55471;"Some College";1
"1324";55472;"High School";1
"1325";55473;"High School";1
"1326";55474;NA;1
"1327";55477;"College Grad";1
"1328";55478;"High School";1
"1329";55483;"Some College";1
"1330";55484;"College Grad";1
"1331";55485;"College Grad";1
"1332";55486;"8th Grade";1
"1333";55487;"Some College";1
"1334";55488;"9 - 11th Grade";1
"1335";55495;"College Grad";1
"1336";55496;"College Grad";1
"1337";55499;NA;1
"1338";55502;"9 - 11th Grade";1
"1339";55507;NA;1
"1340";55509;NA;1
"1341";55515;"9 - 11th Grade";1
"1342";55517;NA;1
"1343";55519;NA;1
"1344";55522;"Some College";1
"1345";55523;"8th Grade";1
"1346";55526;"High School";1
"1347";55529;"Some College";1
"1348";55531;NA;1
"1349";55539;NA;1
"1350";55545;"High School";1
"1351";55547;"High School";1
"1352";55549;NA;1
"1353";55556;NA;1
"1354";55558;"High School";1
"1355";55560;"College Grad";1
"1356";55561;NA;1
"1357";55564;"9 - 11th Grade";1
"1358";55565;NA;1
"1359";55567;"High School";1
"1360";55569;NA;1
"1361";55574;NA;1
"1362";55575;"High School";1
"1363";55576;"Some College";1
"1364";55580;"9 - 11th Grade";1
"1365";55588;NA;1
"1366";55590;"College Grad";1
"1367";55593;"College Grad";1
"1368";55594;NA;1
"1369";55597;"Some College";1
"1370";55600;"College Grad";1
"1371";55602;"High School";1
"1372";55606;"College Grad";1
"1373";55608;"College Grad";1
"1374";55611;NA;1
"1375";55613;"Some College";1
"1376";55614;NA;1
"1377";55617;"College Grad";1
"1378";55626;"Some College";1
"1379";55628;"High School";1
"1380";55636;NA;1
"1381";55639;"High School";1
"1382";55644;NA;1
"1383";55646;"9 - 11th Grade";1
"1384";55647;"High School";1
"1385";55648;NA;1
"1386";55651;NA;1
"1387";55655;NA;1
"1388";55656;NA;1
"1389";55660;"High School";1
"1390";55662;"College Grad";1
"1391";55664;"High School";1
"1392";55666;"High School";1
"1393";55668;"High School";1
"1394";55672;"College Grad";1
"1395";55676;"Some College";1
"1396";55681;NA;1
"1397";55686;"College Grad";1
"1398";55687;"Some College";1
"1399";55691;"Some College";1
"1400";55693;NA;1
"1401";55695;NA;1
"1402";55696;NA;1
"1403";55697;"8th Grade";1
"1404";55698;"8th Grade";1
"1405";55700;NA;1
"1406";55701;"Some College";1
"1407";55702;"Some College";1
"1408";55704;"High School";1
"1409";55706;"9 - 11th Grade";1
"1410";55707;NA;1
"1411";55709;"High School";1
"1412";55713;"Some College";1
"1413";55715;NA;1
"1414";55721;"College Grad";1
"1415";55726;NA;1
"1416";55727;NA;1
"1417";55730;"College Grad";1
"1418";55734;"College Grad";1
"1419";55738;NA;1
"1420";55739;"Some College";1
"1421";55740;"8th Grade";1
"1422";55747;"9 - 11th Grade";1
"1423";55750;"Some College";1
"1424";55752;NA;1
"1425";55758;"Some College";1
"1426";55759;"8th Grade";1
"1427";55760;"High School";1
"1428";55761;"High School";1
"1429";55768;"Some College";1
"1430";55773;NA;1
"1431";55783;"College Grad";1
"1432";55788;"College Grad";1
"1433";55790;"9 - 11th Grade";1
"1434";55792;"College Grad";1
"1435";55796;"Some College";1
"1436";55797;"Some College";1
"1437";55798;"High School";1
"1438";55804;NA;1
"1439";55813;"Some College";1
"1440";55817;NA;1
"1441";55820;NA;1
"1442";55822;"9 - 11th Grade";1
"1443";55825;NA;1
"1444";55827;NA;1
"1445";55829;"College Grad";1
"1446";55831;"Some College";1
"1447";55835;NA;1
"1448";55845;"8th Grade";1
"1449";55847;"High School";1
"1450";55849;"High School";1
"1451";55850;NA;1
"1452";55851;"High School";1
"1453";55853;"High School";1
"1454";55854;"High School";1
"1455";55855;"8th Grade";1
"1456";55856;"High School";1
"1457";55865;NA;1
"1458";55868;"9 - 11th Grade";1
"1459";55869;"High School";1
"1460";55871;"High School";1
"1461";55874;NA;1
"1462";55877;"High School";1
"1463";55878;"Some College";1
"1464";55879;NA;1
"1465";55884;"Some College";1
"1466";55885;"8th Grade";1
"1467";55889;NA;1
"1468";55892;"High School";1
"1469";55893;"9 - 11th Grade";1
"1470";55894;NA;1
"1471";55897;NA;1
"1472";55898;NA;1
"1473";55903;"High School";1
"1474";55905;"High School";1
"1475";55908;NA;1
"1476";55909;"Some College";1
"1477";55910;NA;1
"1478";55911;NA;1
"1479";55912;"College Grad";1
"1480";55916;"College Grad";1
"1481";55920;"Some College";1
"1482";55921;"8th Grade";1
"1483";55924;"College Grad";1
"1484";55927;"Some College";1
"1485";55928;NA;1
"1486";55932;"College Grad";1
"1487";55933;"College Grad";1
"1488";55947;"High School";1
"1489";55948;"College Grad";1
"1490";55949;"High School";1
"1491";55951;"Some College";1
"1492";55955;NA;1
"1493";55956;NA;1
"1494";55961;NA;1
"1495";55964;"High School";1
"1496";55965;"Some College";1
"1497";55978;NA;1
"1498";55980;"High School";1
"1499";55982;"High School";1
"1500";55985;"High School";1
"1501";55986;"College Grad";1
"1502";55993;"Some College";1
"1503";56000;"Some College";1
"1504";56001;NA;1
"1505";56002;NA;1
"1506";56010;"College Grad";1
"1507";56018;NA;1
"1508";56020;NA;1
"1509";56021;"Some College";1
"1510";56024;"High School";1
"1511";56025;"Some College";1
"1512";56029;"Some College";1
"1513";56030;"High School";1
"1514";56033;"High School";1
"1515";56037;NA;1
"1516";56040;"College Grad";1
"1517";56041;"Some College";1
"1518";56047;"9 - 11th Grade";1
"1519";56051;NA;1
"1520";56052;"High School";1
"1521";56053;"College Grad";1
"1522";56054;"High School";1
"1523";56058;"9 - 11th Grade";1
"1524";56060;"8th Grade";1
"1525";56063;"Some College";1
"1526";56067;"8th Grade";1
"1527";56068;NA;1
"1528";56069;NA;1
"1529";56070;"High School";1
"1530";56073;NA;1
"1531";56074;"9 - 11th Grade";1
"1532";56075;NA;1
"1533";56081;"High School";1
"1534";56089;"College Grad";1
"1535";56091;"Some College";1
"1536";56094;NA;1
"1537";56096;"Some College";1
"1538";56097;NA;1
"1539";56098;"Some College";1
"1540";56107;"High School";1
"1541";56112;NA;1
"1542";56114;"Some College";1
"1543";56116;"Some College";1
"1544";56119;NA;1
"1545";56122;"Some College";1
"1546";56125;NA;1
"1547";56127;NA;1
"1548";56128;"9 - 11th Grade";1
"1549";56130;NA;1
"1550";56133;NA;1
"1551";56135;"Some College";1
"1552";56137;NA;1
"1553";56141;NA;1
"1554";56146;"Some College";1
"1555";56152;NA;1
"1556";56153;NA;1
"1557";56155;"Some College";1
"1558";56159;"College Grad";1
"1559";56162;NA;1
"1560";56164;"Some College";1
"1561";56167;"Some College";1
"1562";56169;NA;1
"1563";56172;"College Grad";1
"1564";56173;"College Grad";1
"1565";56178;NA;1
"1566";56179;"College Grad";1
"1567";56180;"High School";1
"1568";56181;NA;1
"1569";56182;"College Grad";1
"1570";56184;"9 - 11th Grade";1
"1571";56185;"High School";1
"1572";56191;"College Grad";1
"1573";56192;NA;1
"1574";56193;"Some College";1
"1575";56196;"Some College";1
"1576";56198;"College Grad";1
"1577";56209;NA;1
"1578";56210;NA;1
"1579";56212;"College Grad";1
"1580";56213;"Some College";1
"1581";56214;NA;1
"1582";56216;"College Grad";1
"1583";56220;"9 - 11th Grade";1
"1584";56222;"8th Grade";1
"1585";56227;NA;1
"1586";56228;"Some College";1
"1587";56233;"High School";1
"1588";56234;"College Grad";1
"1589";56240;"College Grad";1
"1590";56248;"Some College";1
"1591";56254;"9 - 11th Grade";1
"1592";56255;NA;1
"1593";56256;"Some College";1
"1594";56260;"High School";1
"1595";56261;NA;1
"1596";56265;"Some College";1
"1597";56268;NA;1
"1598";56275;"College Grad";1
"1599";56277;"High School";1
"1600";56278;"Some College";1
"1601";56288;"8th Grade";1
"1602";56289;"Some College";1
"1603";56292;"College Grad";1
"1604";56293;"Some College";1
"1605";56294;"College Grad";1
"1606";56295;"College Grad";1
"1607";56296;NA;1
"1608";56298;NA;1
"1609";56300;NA;1
"1610";56305;"High School";1
"1611";56310;NA;1
"1612";56312;NA;1
"1613";56313;"Some College";1
"1614";56318;"Some College";1
"1615";56321;"Some College";1
"1616";56322;NA;1
"1617";56323;"High School";1
"1618";56328;"8th Grade";1
"1619";56329;"8th Grade";1
"1620";56331;"High School";1
"1621";56332;"9 - 11th Grade";1
"1622";56336;"Some College";1
"1623";56339;"Some College";1
"1624";56340;NA;1
"1625";56342;NA;1
"1626";56346;NA;1
"1627";56347;NA;1
"1628";56351;NA;1
"1629";56356;NA;1
"1630";56360;NA;1
"1631";56368;"High School";1
"1632";56372;"9 - 11th Grade";1
"1633";56374;"8th Grade";1
"1634";56375;"Some College";1
"1635";56376;NA;1
"1636";56377;"College Grad";1
"1637";56381;"Some College";1
"1638";56390;"Some College";1
"1639";56396;"8th Grade";1
"1640";56399;"College Grad";1
"1641";56400;NA;1
"1642";56401;"Some College";1
"1643";56404;NA;1
"1644";56405;NA;1
"1645";56406;NA;1
"1646";56408;"Some College";1
"1647";56410;NA;1
"1648";56414;"Some College";1
"1649";56425;NA;1
"1650";56433;NA;1
"1651";56434;"Some College";1
"1652";56435;"College Grad";1
"1653";56436;"Some College";1
"1654";56443;"9 - 11th Grade";1
"1655";56444;"Some College";1
"1656";56446;NA;1
"1657";56447;NA;1
"1658";56448;NA;1
"1659";56458;"College Grad";1
"1660";56460;NA;1
"1661";56465;"College Grad";1
"1662";56467;NA;1
"1663";56468;"9 - 11th Grade";1
"1664";56472;"9 - 11th Grade";1
"1665";56475;"College Grad";1
"1666";56479;"9 - 11th Grade";1
"1667";56481;"College Grad";1
"1668";56483;NA;1
"1669";56486;NA;1
"1670";56496;"Some College";1
"1671";56497;"High School";1
"1672";56499;NA;1
"1673";56500;"8th Grade";1
"1674";56505;"8th Grade";1
"1675";56506;"College Grad";1
"1676";56507;"9 - 11th Grade";1
"1677";56511;"College Grad";1
"1678";56512;NA;1
"1679";56514;"Some College";1
"1680";56519;NA;1
"1681";56522;"College Grad";1
"1682";56525;"College Grad";1
"1683";56526;"Some College";1
"1684";56527;"College Grad";1
"1685";56536;"High School";1
"1686";56539;"College Grad";1
"1687";56540;NA;1
"1688";56546;"9 - 11th Grade";1
"1689";56554;"College Grad";1
"1690";56555;"High School";1
"1691";56556;"High School";1
"1692";56561;"8th Grade";1
"1693";56562;"College Grad";1
"1694";56563;"Some College";1
"1695";56567;"8th Grade";1
"1696";56568;"High School";1
"1697";56569;"High School";1
"1698";56571;"College Grad";1
